ID,Name,Latitude,Longitude,Glottocode,Name_and_ID_in_source,xd_id,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_ID,origLat,origLong,comment,glottocode_comment,region
B192,Tümpisa Shoshone (Death Valley),36.52,-116.81,pana1305,Death Valley Shoshoni (B192),xd1166,Death Valley Shoshoni,1860,Western (NT22),NT22,36.52,-116.81,Original,,Southwestern U.S.A.
B195,Tümpisa Shoshone (Panamint),36.37,-117.33,pana1305,Panamint Shoshoni (B195),xd1166,Panamint Shoshoni,1850,Western (NT22),NT22,36.37,-117.33,Original,,Southwestern U.S.A.
B200,Tümpisa Shoshone (Saline),36.65,-117.79,pana1305,Saline Valley Shoshoni (B200),xd1166,Saline Valley Shoshoni,1860,Western (NT22),NT22,36.65,-117.79,Original,,Southwestern U.S.A.
B218,Mahaguaduka,39.25,-117.32,west2622,Reese River Shoshoni (B218),xd1169,Reese River Shoshoni,1860,Western (NT22),NT22,39.25,-117.32,Original,,Southwestern U.S.A.
B233,Wiyambituka,39.33,-115.84,west2622,Little Smokey Shoshoni (B233),xd1170,Morey Shoshoni; Great Smokey Valley Shoshoni; Little Smokey Valley Shoshoni,1860,Western (NT22),NT22,39.33,-115.84,Original,,Southwestern U.S.A.
B217,Railroad Valley Shoshoni,38.33,-115.78,west2622,Railroad Valley Shoshoni (B217),xd1171,Hamilton,1860,Western (NT22),NT22,38.33,-115.78,Original,,Southwestern U.S.A.
B323,Sanpoil,47.94,-118.44,sanp1257,Sanpoil (B323),xd1174,,1870,Southeast (NR19),NR19,47.94,-118.44,Original,,Northwestern U.S.A.
B221,Tubaduka,41.59,-113.94,west2622,Grouse Creek Shoshoni (B221),xd1175,Grouse Creek Shoshoni,1860,,,41.59,-113.94,Original,,Southwestern U.S.A.
B228,Wadaduka,40.36,-115.39,west2622,Wadaduica (Ruby Valley Shoshoni) (B228),xd1176,Ruby Valley Shoshoni; Pine Creek Shoshoni; Diamond Valley Shoshoni; Egan Canyon Shoshoni,1860,,,40.36,-115.39,Original,,Southwestern U.S.A.
B216,White Knife Shoshoni,41,-117.31,west2622,White Knife Shoshoni (B216),xd1178,Battle Mountain Shoshoni; Tosawihi,1860,,,41,-117.31,Original,,Southwestern U.S.A.
B229,Bohogue,43,-112,nort2955,Bohogue (Northern Shoshoni) (B229),xd1180,Fort Hall Shoshoni,1860,,,43,-112,Original,,Northwestern U.S.A.
B232,Tukudika,45.17,-113.84,nort2955,Sheep Eater Shoshoni (B232),xd1181,Sheep-Eater Shoshoni; Lemhi Mountain Shoshoni,1860,,,45.17,-113.84,Original,,Northwestern U.S.A.
B207,Agaiduka,42.94,-115.3,nort2955,Salmon Eater Shoshoni (B207),xd1182,Salmon-Eater Shoshoni; Lemhi River Shoshoni,1860,,,42.94,-115.3,Original,,Northwestern U.S.A.
B214,Gosiute,39.88,-114,gosi1242,Gosiute Shoshoni (B214),xd1183,Gosiute Shoshoni; Deep Creek Shoshoni,1860,Western (NT22),NT22,39.88,-114,Original,,Southwestern U.S.A.
B201,Antarianunts,37.86,-110.72,utee1244,Antarianunts Southern Paiute (B201),xd1184,Henry Mountains Paiute; Kaiparowits,1860,,,37.86,-110.72,Original,,Southwestern U.S.A.
B213,Hukundika,41.55,-112.22,nort2955,Hukundika Shoshoni (B213),xd1185,Seed-Eaters; Northern Shoshoni; Hukunduka; Hukuniduica,1870,,,41.55,-112.22,Original,,Southwestern U.S.A.
B204,Southern Paiute (Kaibab and Las Vegas),36.9,-112.55,sout2969,Kaibab Southern Paiute (B204),xd1189,Kaivavwits; Southern Paiute; Las Vegas; Southern Paiute,1860,,,36.9,-112.55,Original,,Southwestern U.S.A.
B230,Uintah Ute,40.47,-110.22,utee1244,Uintah Ute (B230),xd1194,Tompanowots; Yampa,1860,,,40.47,-110.22,Original,,Southwestern U.S.A.
B225,Washo,39.08,-119.82,wash1253,Washo (B225),xd1196,,1850,Washo (NT20),NT20,39.08,-119.82,Original,,Southwestern U.S.A.
B234,Uncompahgre Ute,38.14,-107.8,utee1244,Uncompahgre Ute (B234),xd1199,Mowataviwatsiu,1860,,,38.14,-107.8,Original,,Northwestern U.S.A.
B252,Bannock,43.66,-112.32,bann1248,Bannock (B252),xd1200,Eastern Bannock,1860,,,43.66,-112.32,Original,,Northwestern U.S.A.
B227,Wind River Eastern Shoshone,43.19,-108.86,nort2955,Wind River Shoshoni (B227),xd1201,Wind River; Eastern Shoshoni; Kucundika; Buffalo Hunters; Buffalo-Eater,1860,,,43.19,-108.86,Original,,Northwestern U.S.A.
B198,Hualapai,35.95,-114.5,wala1270,Walapai (B198),xd1202,Walapai,1870,,,35.95,-114.5,Original,,Southwestern U.S.A.
B196,Yavapai,33.37,-110.5,yava1252,Yavapai (B196),xd1203,Apache-Mojave,1870,,,33.37,-110.5,Original,,Southwestern U.S.A.
B250,Kutenai,47.48,-114.08,kute1249,Kutenai (B250),xd1205,Ktunaxa; Kootenay; Kootenai,1880,,,47.48,-114.08,Original,,Northwestern U.S.A.
B348,Chilcotin,51.68,-124,chil1280,Chilcotin (B348),xd1206,Tsilhqot'in,1880,,,51.68,-124,Original,,Western Canada
B276,Lillooet,50.46,-123,lill1248,Lillooet (B276),xd1207,St'at'imc; Stlatlum,1860,,,50.46,-123,Original,,Western Canada
B253,Gros Ventre,48.12,-105.6,gros1243,Gros-Ventre (B253),xd1208,A'ani; A'aninin; Haaninin,1870,Gros Ventre (NQ13),NQ13,48.12,-105.6,Original,,Northwestern U.S.A.
B257,Assiniboine,49.49,-102.43,assi1247,Assiniboine (B257),xd1210,Hohe; Nakota; Stoney,1870,Assiniboine (NF04),NF04,49.49,-102.43,Original,,Western Canada
B256,Blackfoot,51.01,-110.76,pieg1239,Blackfoot (B256),xd1211,Siksika,1850,Blackfoot (NF06),NF06,51.01,-110.76,Original,,Western Canada
B259,Kainai,52.79,-113.86,bloo1239,Blood (B259),xd1212,Blood; Kainah; Blood Tribe,1850,Blackfoot (NF06),NF06,52.79,-113.86,Original,,Western Canada
B254,Bungi,47.6,-97.25,west1510,Bungi (Plains Ojibwa) (B254),xd1213,Plains Ojibwa; Bungee; Manitoba Saulteaux; Ojibway; Ojibwe,1850,Ojibwa (NG06),NG06,47.6,-97.25,Original,,North-Central U.S.A.
B193,Karankawa,28.44,-96.91,kara1289,Karankawa (B193),xd1215,,1800,,,28.44,-96.91,Original,,South-Central U.S.A.
B243,Kiowa,36.9,-99.1,kiow1266,Kiowa (B243),xd1216,,1870,,,36.9,-99.1,Original,,North-Central U.S.A.
B255,Piegan,49.34,-111.21,pieg1239,Piegan (B255),xd1217,Pikuni,1850,Blackfoot (NF06),NF06,49.34,-111.21,Original,,Western Canada
B258,Plains Cree,51.86,-102.67,plai1258,Plains Cree (B258),xd1218,,1850,,,51.86,-102.67,Original,,Western Canada
B244,Kiowa Apache,35.83,-98.9,kiow1264,Kiowa Apache (B244),xd1219,Naisha Dene; Na'isha,1860,,,35.83,-98.9,Original,,North-Central U.S.A.
B194,Coahuilteco,26,-102.07,coah1252,Coahuilenos (B194),xd1221,,1715,,,26,-102.07,Original,,Mexico
B241,Comanche,36.83,-100.5,coma1245,Comanche (B241),xd1222,,1870,Comanche (NO06),NO06,36.83,-100.5,Original,,North-Central U.S.A.
B248,Crow,45.83,-108.48,crow1244,Crow (B248),xd1223,Apsaalooké,1870,Crow (NQ10),NQ10,45.83,-108.48,Original,,Northwestern U.S.A.
B245,Cheyenne,38.83,-102.35,chey1247,Cheyenne (B245),xd1224,,1860,,,38.83,-102.35,Original,,Northwestern U.S.A.
B260,Sarcee,53.15,-111.04,sars1236,Sarsi (B260),xd1226,Tsuu; Sarci,1880,,,53.15,-111.04,Original,,Western Canada
B249,Teton,44.5,-102.27,lako1247,Teton Sioux (Lakota) (B249),xd1227,,1870,,,44.5,-102.27,Original,,North-Central U.S.A.
B246,Arapaho,40.13,-102.72,arap1274,Arapaho (B246),xd1228,Hinono'eiteen; Arapahoe,1860,Arapaho (NQ06),NQ06,40.13,-102.72,Original,,Northwestern U.S.A.
B242,Chiricahua,32.52,-101.76,mesc1238,Chiricahua Apache (B242),xd1259,Chiricahua Apache; Eastern Apache,1880,Eastern Apache (NT08),NT08,32.52,-101.76,Original,,South-Central U.S.A.
B240,Lipan Apache,28.96,-98.48,lipa1241,Lipan Apache (B240),xd1275,Lipan,1880,,,28.96,-98.48,Original,,South-Central U.S.A.
B143,Seri,29.59,-112.18,seri1257,Seri (B143),xd1289,Comcaac,1900,Seri (NU31),NU31,29.59,-112.18,Original,,Mexico
B191,Chichimeca,22,-100,chic1272,Chichimec (B191),xd1290,Chichimec,1570,,,22,-100,Original,,Mexico
B35,Paraujano,9.9,-72.41,para1316,Paraujano (B35),xd1330,Onoto,1950,,,9.9,-72.41,Original,,Northern South America
B38,Pumé,6.85,-68.77,pume1238,Yaruro-Pume (B38),xd1345,Yaruro,1989,Pumé (SS19),SS19,6.85,-68.77,Original,,Northern South America
B39,Guahibo,5.38,-68.31,guah1255,Guahibo (B39),xd1347,,1960,,,5.38,-68.31,Original,,Western South America
B36,Shiriana,3.86,-66.17,nina1238,Shiriana (B36),xd1358,Kirishana; Xiriana,1960,Yanoama (SQ18),SQ18,3.86,-66.17,Original,,Northern South America
B43,Sirionó,-15,-63.58,siri1273,Siriono (B43),xd1362,Miá; Siriono,1940,Siriono (SF21),SF21,-15,-63.58,Original,,Western South America
B55,Yahgan,-55.02,-68.98,yama1264,Yaghan (B55),xd1383,,1870,Yahgan (SH06),SH06,-60,-68.66,Revised,,Southern South America
B54,Ona,-53.9,-68.62,onaa1245,Ona (B54),xd1385,,1880,Ona (SH04),SH04,-53.9,-68.62,Original,,Southern South America
B51,Tehuelche,-46,-68.7,tehu1242,Tehuelche (B51),xd1386,Patagon,1870,Tehuelche (SH05),SH05,-46,-68.7,Original,,Southern South America
B53,Alacaluf,-49.55,-74.52,qawa1238,Alacaluf (B53),xd1387,Kawésqar,1900,,,-49.55,-74.52,Original,,Southern South America
B41,Bororo,-16,-55,boro1282,Bororo (B41),xd1397,,1920,Bororo (SP08),SP08,16.52,-55,Revised,,Brazil
B45,Nambikwara,-12.73,-59.55,sout2994,Nambikwara (B45),xd1401,Nambicura,1938,Nambicuara (SP17),SP17,-12.73,-59.55,Original,,Brazil
B42,Guató,-18,-57.5,guat1253,Guato (B42),xd1403,Guato,1901,,,-18,-57.5,Original,,Brazil
B50,Aweikoma,-28,-50,xokl1240,Aweikomo (B50),xd1411,Xokleng; Shokleng; Botocudo of Santa Catarina; Bugre; Kaingang of Santa Catarina (though Aweikoma and Kaingang today considered separate groups),1910,Xokleng (SM03),SM03,-28,-50,Original,,Brazil
B48,Aimoré,-18.71,-41.86,kren1239,Botocudo (B48),xd1413,Nac-nanuk; Nac-poruk; Botocudo,1880,,,-18.71,-41.86,Original,,Brazil
B165,Kashaya Pomo,38.54,-122.88,kash1280,Southern Pomo (B165),xd1418,Southwest dialect; Southern Pomo,1860,,,38.54,-122.88,Original,,Southwestern U.S.A.
B70,Dorobo,0,36,okie1245,Dorobo (B70),xd2,Andorobo; Okiek; Wandorobbo,1920,Okiek (FL20),FL20,0,36,Original,,East Tropical Africa
B65,Mbuti,1.54,28.61,bila1255,Mbuti (B65),xd5,Sua; BaSua; Kango; BaKango; Bambuti; BaMbuti Pygmies,1930,Mbuti (FO04),FO04,1.54,28.61,Original,"Note 8Feb2018: Changed. Focus is ""Epulu net-hunters, Ituri forest"". From White pinpointing sheets: ""The Pygmies and Pygmoid peoples of the Congo have been pushed into smaller and smaller areas of the tropical forest since the invasions of Bantu and Sudanic tribes in the 16-17th centuries, and most of the groups have adopted the languages of invading tribes with whom they allied themselves. Mbuti pygmies have adopted the languages of the Bira to the south of them, the Lese to the east, the Mangbetu and Azande to the northwest, and the Mamvu-Mangutu to the north. The [...] Epulu group studied by Turnbull situated to the north of the Ituri and Epulu Rivers, and the majority of the other groups to the south of the Ituri River [...] are net-hunters, and speak a language largely influenced by the Forest Bira."" Note, though, that Ember concordance lists the language as Lese.",West-Central Tropical Africa
B25,Nivkh,51.54,140,gily1242,Gilyak (B25),xd617,Gilyak,1920,Nivkh (RX02),RX02,51.54,140,Original,,Russian Far East
B27,Nganasan,73.83,90,ngan1291,Nganasan (B27),xd620,Tavgi Samoyed,1933,Samoyed_with_notes_on_Nganasan (RU04),RU04,73.83,90,Original,,Siberia
B28,Ungazikmit,65.96,-170.08,cent2128,Siberian Eskimo (B28),xd622,Eskaleut; Asian Eskimo,1860,,,65.96,170.08,Revised,9May2019 - Longitude for society was corrected to western hemisphere from eastern hemisphere through addition of - sign. 1Oct2018 - the update to Glottolog 3.3.2 forced re-mapping from dialect chap1266 (which no longer exists) to language (cent2128) (always the language-level match for this society).,Russian Far East
B26,Yukaghir,70,145,nort2745,Yukaghir (B26),xd634,,1900,,,70,145,Original,,Siberia
B22,Ainu,44.01,144.17,ainu1240,Ainu (B22),xd635,Ainu (Hokkaido); Hokkaido,1900,Ainu (AB06),AB06,44.01,144.17,Original,,Eastern Asia
B24,Ket,62,90,kett1243,Ket (B24),xd636,Yenisei Ostyak; Yeniseians,1900,,,62,90,Original,,Siberia
B15,Chenchu,16.25,78.97,chen1255,Chenchu (B15),xd672,,1940,,,16.25,78.97,Original,,Indian Subcontinent
B8,Andamanese,13.32,92.89,akab1249,Big Andaman Island (B8),xd686,Big Andaman Island; Andamese,1870,Andamans (AZ02),AZ02,13.32,92.89,Original,Changed to abj from apq on 8 April 2017 based on comments from H. Hammarström: Man (1885) worked most with (and whose variety he spoke best) Bojingya or Aka-Bea [abj],Indo-China
B10,Vedda,8.59,81.19,vedd1240,Vedda (B10),xd690,Wanniyalaeto; Veddah,1900,Vedda (AX05),AX05,8.58,81.25,Revised,,Indian Subcontinent
B73,Naron,-21.64,21.61,naro1249,Nharo (B73),xd7,Aikwe,1910,,,-21.64,21.61,Original,,Southern Africa
B9,Semang,5.86,101,kens1248,Semang (B9),xd725,,1920,Semang (AN07),AN07,5.86,101,Original,,Malesia
B3,Anak Dalam,-3.04,102.69,kubu1239,Kubu (B3),xd757,Orang Batin Sembilan; Orang Rimba; Kubu,1900,,,-3.04,102.69,Original,,Malesia
B1,Punan,3,114,west2563,Punan (B1),xd1442,Penan Gang; Punan Busang,1970,,,3,114,Original,"Note, previously this language was associated with xd758, and with both Binford and EA ""Punan"" societies. This xd_id now refers only to the Binford ""Punan"" society, with the EA ""Punan"" society linked to xd758 and language iso ""pna"" (3 Mar 2016). In May 2016 received this further comment from H. Hammarström: ""The references here reference different hunting and gathering populations of Borneo, not all of which speak the [same] language"" ""[...] if you have to put one [language] for all of these then a better match is Penan-Western [pne] because e.g Urquhart 1951 is on Penan Gang and Penan Lusong and Brosius is on Penan Gang. Both Penan Gang and Penan Lusong speak varieties of Penan-Western [pne].""",Malesia
B124,Northern Aranda,-23.7,133.76,east2379,Northern Arenda (B124),xd772,Aranda (Northern); Northern Arenda; Arunta,1900,Aranda (OI08),OI08,-23.7,133.76,Original,"Note 8Feb2018: Not changed, despite note from HH: ""Why is Strehlow not associated rather with Western Arrarnta [are]"". According to White SCCS Pinpointing sheets, focus is ""The Arunta Mbainda of Alice Springs: [...] closely studied by Spencer and Gillen in 1896, restudied in 1901, and visited by Spencer in 1926 for some follow-up reconstruction work with several informants."" [So, Strehlow was perhaps used for supporting materials?]",Australia
B109,Walbiri,-20,130.57,warl1254,Walbiri (B109),xd773,Warlpiri,1965,,,-20,130.57,Original,,Australia
B87,Gidjingali,-12.18,134.4,gunn1248,Gidjingali (B87),xd774,Burarra; Gun-nartpa,1950,,,-12.18,134.4,Original,,Australia
B94,Yir Yoront,-15,142.17,jirj1239,Yir-yoront (B94),xd775,,1937,,,-15,142.17,Original,"Note, previously yiy and yiry1245, however both codes have been retired",Australia
B97,Anindilyagwa,-14,136.62,anin1240,Groote Eylandt (B97),xd776,Enindilywakwa; Groote Eylandt; Groote Eyelandt,1930,,,-14,136.62,Original,,Australia
B88,"Yolngu, Dhuwal",-12.93,135.84,dhuw1249,Murngin (B88),xd777,Murngin; Wulamba; Dhuwal,1930,Murngin (OI17),OI17,-12.93,135.84,Original,,Australia
B95,Tiwi,-11.59,130.87,tiwi1244,Tiwi (B95),xd778,,1920,Tiwi (OI20),OI20,-11.59,130.87,Original,,Australia
B121,Diyari,-28.54,139.09,dier1241,Dieri (B121),xd779,Dieri; Dieri,1900,,,-28.54,139.09,Original,,Australia
B106,Kariyarra,-20.88,118.27,kari1304,Kariera (B106),xd780,Kariera,1910,,,-20.88,118.27,Original,,Australia
B90,Wikmunkan,-13.47,142,wikm1247,Wikmunkan (B90),xd781,Wikmunkun,1920,,,-13.47,142,Original,,Australia
B137,Tasmanians (northwestern),-41.38,145.21,port1278,Tasmanians (western) (B137),xd783,Palawa; Tasmanians (northwestern); Tasmanians (Western); Tasmanians (West Coast),1830,Tasmanians (OI19),OI19,-41.38,145.21,Original,"Note, previously tasm1247, but languages difficult to assign with certainty, so chose another western tasmanian language not considered a ""bookkeeping"" language by glottolog",Australia
B130,Ngiyambaa,-32.14,146.09,wang1291,Wongaibon (B130),xd784,Wongaibon,1910,,,-32.14,146.09,Original,,Australia
B79,/Xam,-31.47,19.77,xamm1241,/Xam (B79),xd8,Xam; Cape Bushman,1970,,,-31.47,19.77,Original,,Southern Africa
B69,Hadza,-3.82,35.32,hadz1240,Hadza (B69),xd9,Hadzabe; Hatsa Kindiga; Hadza; Kindiga,1910,,,-3.82,35.32,Original,,East Tropical Africa
B2,Palawan Batak,10.03,119.09,bata1301,Batek (B2),xd900,Batek; Batak; Batek (Palawan); Palawan,1968,,,10,119.11,Revised,"Changed from plw (broo1239) on 26 May 2016 based on feedback from H. Hammarström: ""The Batak in Cadeliña, Warren and Eder is Batak [bya] bata1301 not [plw] broo1239""",Malesia
B4,Shompen,7,93.77,shom1245,Shompen (B4),xd901,Shamhap,1989,,,7,93.77,Original,,Indo-China
B5,Onge,10.7,92.47,onge1236,Onge (B5),xd902,Andaman Islands (Onge); Onge Andamanese,1952,,,10.7,92.47,Original,,Indo-China
B6,Jarawa,12.17,92.65,jara1245,Jarwa (B6),xd903,Andaman Islands (Jarwa); Jarawa Andamanese,1906,,,12.19,92.37,Revised,,Indo-China
B7,Ayta (Pinatubo),15.5,120.33,boto1242,Ayta (Pinatubo) (B7),xd904,,1903,,,15.5,120.33,Original,,Malesia
B11,Hill Pandaram,9.25,77.25,mala1468,Hill Pandaran (B11),xd905,Hill Pandaran; Malapantāram; Malapandaram,1972,,,9.25,77.25,Original,,Indian Subcontinent
B12,Agta (Casiguran),17.33,122.13,casi1235,Agta (Casiguran) (B12),xd906,,1965,,,17.33,122.13,Original,,Malesia
B13,Agta (Isabela),17.48,122.05,agta1234,Agta (Isabela) (B13),xd907,,1979,,,17.48,122.05,Original,,Malesia
B14,Agta (Cagayan),17.82,121.8,cent2084,Agta (Cagayan) (B14),xd908,,1924,,,17.82,121.8,Original,,Malesia
B16,Mlabri,18.41,100.47,mlab1235,Mrabri (B16),xd909,Mrabri,1963,,,18.41,100.47,Original,,Indo-China
B17,Paliyans,9.75,77.5,pali1274,Paliyans (B17),xd910,,1963,,,9.75,77.5,Original,,Indian Subcontinent
B18,Birhor,23.41,84.38,birh1242,Birhor (B18),xd911,,1963,,,23.41,84.38,Original,,Indian Subcontinent
B19,Kadar,10.25,77.17,kada1242,Kadar (B19),xd912,,1946,,,10.25,77.17,Original,,Indian Subcontinent
B20,Cholanaikkan,10.18,76.4,jenn1240,Cholanaickan (B20),xd913,Malanaikan; Sholanaikan; Cholanaickan,1974,,,10.18,76.4,Original,"Changed to xuj (jenn1240) from mal (sout2708) on 26 May 2016 based on feedback from H. Hammarström: ""The people Bhanu studied natively speak a variety of Kurumba-Jennu [xuj]""; previously matched to language ""mal"" based on KK note: ""lat/long coordinates for society place it in Central Kerala state, much closer to lat/long for mal than for xuj (which is in neighbouring Tamil Nadu state). I couldn't access the sources, though",Indian Subcontinent
B21,Nayaka,11.9,77.21,jenn1240,Nayaka (B21),xd914,,1978,,,11.9,77.21,Original,,Indian Subcontinent
B23,Orogens,51.91,122.5,oroq1238,Orogens (B23),xd915,,1900,,,51.91,122.5,Original,,China
B37,Akurio,3,-55,akur1238,Akuriyo (B37),xd916,Akuriyo,1968,,,3,-55,Original,,Northern South America
B40,Nukak,2.56,-71.81,nuka1242,Nukak (B40),xd917,Macu Nukak,1990,,,2.56,-71.81,Original,,Western South America
B44,Yuqui,-16.46,-64.97,yuqu1240,Yuqui (B44),xd918,Mbia,1968,,,-16.46,-64.97,Original,,Western South America
B46,Calusa,26.48,-81.96,calu1239,Calusa (B46),xd919,,1600,,,-26.5,-82,Revised,,Southeastern U.S.A.
B47,Aché,-25.7,-55.38,ache1246,Guayaki (Ache) (B47),xd920,Guayaki (Ache); Guayaki; Ache,1975,,,-25.7,-55.38,Original,,Southern South America
B49,Héta,-23.52,-53.68,xeta1241,Heta (B49),xd921,Heta,1954,,,-23.52,-53.68,Original,,Brazil
B52,Chono,-45,-73.83,chon1248,Chono (B52),xd922,Chona,1880,,,-45,-73.83,Original,,Southern South America
B60,Aka,2,17,base1242,Aka (B60),xd923,Eastern Aka; Bayaka; BaAka; Ba'aka; Bayaka; Aka Pygmies; Pygmées Aka; BaBinga; BaMbenga,1980,,,2,17,Original,"Note 22Jul2021 - dialect match changed by KK from bamb1264 to base1242. Research notes relevant to Aka (society in Binford, GJB datasets), Bayaka (Binford dataset), and Mbendjele (GJB dataset) all speak varieties of yaka1272 'Yaka (Central African Republic)'. The re-assignment of dialect bamb1264 from society 'Aka' to 'Mbendjele' is well supported (c.f. Bahuchet, who mentions it is the dialect spoken in Western Aka areas). The dialect 'base1242' (Basese), now assigned to societies B60 (Aka) and GJB 'Aka', is mentioned on Wikipedia's Aka language page as being spoken in the East (and the Lobaye region, where work with the Aka was carried out, is North East of the Ouesso region, where work with the Mbendjele was carried out). This is the only evidence I have used to link 'base1242' to the Aka societies. Society B61 (Bayaka) is assigned yet another dialect (beka1240), mainly as a way to distinguish the group from Aka and Mbendjele (no additional evidence links this glottolog dialect to B61 Bayaka - match was done through a process of elimination). ",West-Central Tropical Africa
B61,Bayaka,3.58,17.76,beka1240,Bayaka (B61),xd924,,1976,,,3.58,17.76,Original,"Note 22Jul2021 - Language research notes relevant to Aka (society B60 in Binford, 'Aka' in GJB ), Bayaka (B61 in Binford dataset), and Mbendjele (GJB dataset) all of whom speak varieties of yaka1272 'Yaka (Central African Republic)'. The re-assignment of dialect bamb1264 from society 'Aka' to 'Mbendjele' is well supported (c.f. Bahuchet, who mentions it is the dialect spoken in Western Aka areas). The dialect 'base1242' (Basese), now assigned to societies B60 (Aka) and GJB 'Aka', is mentioned on Wikipedia's Aka language page as being spoken in the East (and the Lobaye region, where work with the Aka was carried out, is North East of the Ouesso region, where work with the Mbendjele was carried out). This is the only evidence I have used to link 'base1242' to the Aka societies. Society B61 (Bayaka) is assigned yet another dialect (beka1240), mainly as a way to distinguish the group from Aka and Mbendjele (no additional evidence links this glottolog dialect to B61 Bayaka - match was done through a process of elimination).",West-Central Tropical Africa
B62,Bambote,-6.64,28.26,holo1240,Bambote (B62),xd925,Bambote of Lake Tanganyika,1977,,,-6.64,28.26,Original,"Note that Terashima (1980), the main source of cultural data for this group, says further research is needed to confirm whether Bambote speak language of a neighbouring group, or their own language. Both the Bambote and their neighbours say the group speaks a distinct language, ""Kimbote."" Rebecca Grollemund said this society should NOT be matched to iso ""tap""; she said ""Bambote is a pygmy language related to D20 languages""",West-Central Tropical Africa
B63,Baka,2.39,15.31,baka1272,Baka (B63),xd926,Baka BaNgombe; Baka; BaBinga; BaMbenga; Baka Pygmies,1980,,,2.39,15.31,Original,,West-Central Tropical Africa
B64,Efe,2.7,27.64,efee1239,Efe (B64),xd927,BaMbuti; Mbuti; Bambuti Pygmies,1980,,,2.7,27.64,Original,,West-Central Tropical Africa
B66,Mikea,-22.32,43.81,masi1268,Mikea (B66),xd928,Vezo-Mikea; Masikoro-Mikea,1970,,,-22.32,43.81,Original,,Western Indian Ocean
B67,Hukwe,-16.93,24.32,kxoe1243,Hukwe (B67),xd929,,1950,,,-16.93,24.32,Original,,South Tropical Africa
B68,Hai//om,-18.65,16.12,haio1238,Hai//om (B68),xd930,Hai//om,1920,,,-18.65,16.12,Original,,Southern Africa
B71,Sekele,-16.42,19.53,vase1234,Sekele (B71),xd931,,1928,,,-16.42,19.53,Original,,South Tropical Africa
B74,G/wi,-22.46,23.39,gwii1239,G/wi (B74),xd932,,1962,,,-22.46,23.39,Original,,Southern Africa
B75,Kua,-22.88,24.41,kuaa1238,Kua (B75),xd933,,1976,,,-22.88,24.41,Original,,Southern Africa
B76,!Ko,-23.86,22.2,huaa1248,!Ko (B76),xd934,,1968,,,-23.86,22.2,Original,,Southern Africa
B77,/'Auni-Khomani,-27.37,19.82,nuuu1241,/Auni-Khomani (B77),xd935,/Auni-Khomani,1920,,,-27.37,19.82,Original,,Southern Africa
B78,//Xegwi,-26.28,30.23,xegw1238,//Xegwi (B78),xd936,Batwa (Lake Chrissie),1950,,,-26.28,30.23,Original,,Southern Africa
B82,Kaurareg,-10.73,142.15,kala1377,Kaurareg (B82),xd937,,1848,,,-10.77,142.12,Revised,,Australia
B83,Larikia,-12.6,130.79,lara1258,Larikia (B83),xd938,,1900,,,-12.6,130.78,Revised,,Australia
B84,Gunwinygu,-12.43,134.12,gunw1252,Gunwinggu (B84),xd939,Gunwinggu,1978,,,-12.43,134.12,Original,,Australia
B85,Mirrngadja,-12.31,135.2,djin1252,Mirrngadja (B85),xd940,,1970,,,-12.31,135.2,Original,,Australia
B86,Burarra,-12.2,134.73,gunn1247,Anbarra (B86),xd941,Anbarra; Gun-nartpa,1973,,,-12.2,134.73,Original,,Australia
B89,Yiiji,-15.55,128.19,wuna1249,Jeidji (B89),xd942,Jeidji,1920,,,-15.55,128.19,Original,,Australia
B91,Kaakutju,-13.13,132.95,gaga1251,Kakadu (B91),xd943,Kakadu,1920,,,-13.13,132.95,Original,,Australia
B92,Nunggubuyu,-13.76,135.98,nung1290,Nunggubuyu (B92),xd944,Wubuy,1960,,,-13.76,135.98,Original,,Australia
B93,Yintjingga,-14,143.5,ayab1239,Yintjingga (B93),xd945,,1930,,,-14,143.5,Original,"Note 8Feb2018: Glottocode changed based on comment by HH: ""Yintjingga (specifically) in the Glottolog inventory falls under Ayabadhu [ayd].""",Australia
B96,Kuku (Yalanji),-15.92,145.32,kuku1273,Kuku (Yalanji) (B96),xd946,Yuku,1880,,,-15.92,145.32,Original,,Australia
B98,Walmbaria,-14.34,144.22,flin1247,Walmbaria (B98),xd947,,1926,,,-14.34,144.22,Original,,Australia
B99,Mulluk,-13.58,130.58,mull1237,Mulluk (B99),xd948,Malakmalak,1900,,,-13.58,130.58,Original,,Australia
B100,Worrorra,-15.32,124.72,worr1237,Worora (B100),xd949,Worora,1930,,,-15.32,124.72,Original,,Australia
B101,Kija,-16.91,127.83,kitj1240,Lungga (B101),xd950,Kija; Lungga; Kija; Lungka,1934,,,-16.91,127.83,Original,,Australia
B102,Lardil,-16.48,139.32,lard1243,Lardil (B102),xd951,,1909,,,-16.3,139.3,Revised,,Australia
B103,Kaiadilt,-16.94,139.03,kaya1319,Kaiadilt (B103),xd952,Kayardild,1928,,,-16.94,139.28,Revised,,Australia
B104,Karajarri,-18.94,121.68,kara1476,Karadjeri (B104),xd953,Karadjeri,1925,,,-18.92,121.21,Revised,,Australia
B105,Mamu,-17.64,145.84,mamu1253,Mamu (B105),xd954,,1900,,,-17.64,145.84,Original,,Australia
B107,Warunggu,-18.41,145.61,waru1264,Warunggu (B107),xd955,Woronggo,1870,,,-18.41,145.61,Original,,Australia
